noteId,tweetId,true_label_3way,true_label_text,n_votes,vote_h,vote_sh,vote_nh,mean_score,std_score,mean_confidence,std_confidence,mean_understanding,std_understanding,helpful_reason_count_mean,not_helpful_reason_count_mean,helpfulClear_rate,helpfulGoodSources_rate,helpfulAddressesClaim_rate,helpfulImportantContext_rate,helpfulUnbiasedLanguage_rate,notHelpfulIncorrect_rate,notHelpfulSourcesMissingOrUnreliable_rate,NotHelpfulOpinionSpeculationOrBias_rate,notHelpfulMissingKeyPoints_rate,notHelpfulOutdated_rate,notHelpfulHardToUnderstand_rate,notHelpfulArgumentativeOrBiased_rate,notHelpfulOffTopic_rate,notHelpfulSpamHarassmentOrAbuse_rate,notHelpfulIrrelevantSources_rate,notHelpfulOpinionSpeculation_rate,notHelpfulNoteNotNeeded_rate,share_h,share_sh,share_nh,vote_entropy,h_minus_nh,h_nh_margin,resolved_vote_share,agent_C00_raw_label_is_nh,agent_C00_raw_label_is_sh,agent_C00_raw_label_is_h,agent_C01_raw_label_is_nh,agent_C01_raw_label_is_sh,agent_C01_raw_label_is_h,agent_C02_raw_label_is_nh,agent_C02_raw_label_is_sh,agent_C02_raw_label_is_h,agent_C03_raw_label_is_nh,agent_C03_raw_label_is_sh,agent_C03_raw_label_is_h,agent_C04_raw_label_is_nh,agent_C04_raw_label_is_sh,agent_C04_raw_label_is_h,agent_C05_raw_label_is_nh,agent_C05_raw_label_is_sh,agent_C05_raw_label_is_h,agent_C06_raw_label_is_nh,agent_C06_raw_label_is_sh,agent_C06_raw_label_is_h,agent_C07_raw_label_is_nh,agent_C07_raw_label_is_sh,agent_C07_raw_label_is_h,agent_C08_raw_label_is_nh,agent_C08_raw_label_is_sh,agent_C08_raw_label_is_h,agent_C09_raw_label_is_nh,agent_C09_raw_label_is_sh,agent_C09_raw_label_is_h,agent_C10_raw_label_is_nh,agent_C10_raw_label_is_sh,agent_C10_raw_label_is_h,agent_C11_raw_label_is_nh,agent_C11_raw_label_is_sh,agent_C11_raw_label_is_h,agent_C12_raw_label_is_nh,agent_C12_raw_label_is_sh,agent_C12_raw_label_is_h,agent_C13_raw_label_is_nh,agent_C13_raw_label_is_sh,agent_C13_raw_label_is_h,agent_C14_raw_label_is_nh,agent_C14_raw_label_is_sh,agent_C14_raw_label_is_h,agent_C15_raw_label_is_nh,agent_C15_raw_label_is_sh,agent_C15_raw_label_is_h
1430799665243504645,1430230421615386627,1,NEEDS_MORE_RATINGS,16,13.0,0.0,3.0,0.8125,0.40311288741492746,77.875,4.470272176650247,62.1875,19.5489769553294,4.125,0.25,0.8125,0.875,0.8125,0.6875,0.9375,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.8125,0.0,0.1875,0.4825775859002779,0.625,0.625,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1529819034476240897,1529235231294865410,0,NOT_HELPFUL,16,0.0,0.0,16.0,0.0,0.0,77.125,6.888396039717808,10.9375,3.2345787979271736,0.0,3.375,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.0,0.625,0.0,0.0,1.0,0.0,0.0,0.25,0.875,0.3125,0.0,0.0,1.0,4.144653167389282e-08,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1578535828590104576,1577830046168858624,1,NEEDS_MORE_RATINGS,16,1.0,0.0,15.0,0.0625,0.25,71.875,7.283543093852057,19.1875,14.779349331640642,0.3125,2.25,0.0625,0.0625,0.0625,0.0625,0.0625,0.375,0.5,0.0,0.5,0.0,0.0,0.125,0.0,0.0,0.3125,0.3125,0.125,0.0625,0.0,0.9375,0.23379167942972512,-0.875,0.875,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1592590624800186368,1591972667804233730,2,HELPFUL,16,16.0,0.0,0.0,1.0,0.0,81.625,4.39507299901454,72.875,3.2634337744161437,4.9375,0.0,1.0,0.9375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.144653167389282e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1644662258310447105,1644418535106412544,1,NEEDS_MORE_RATINGS,16,0.0,0.0,16.0,0.0,0.0,74.25,6.016643582596533,9.375,1.857417562100671,0.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.875,0.0,0.0,0.5,0.0,0.0,0.9375,0.0,0.0,0.0,0.0,1.0,4.144653167389282e-08,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1646157599396573184,1646062033299730432,2,HELPFUL,16,10.0,0.0,6.0,0.625,0.5,78.625,5.200961449578337,53.8125,27.75420388577798,3.125,0.75,0.625,0.625,0.625,0.5625,0.6875,0.125,0.0625,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0625,0.0,0.625,0.0,0.375,0.6615632588812479,0.25,0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1649849450175635458,1649846870896701442,2,HELPFUL,16,3.0,0.0,13.0,0.1875,0.4031128874149275,69.0,11.753013797887476,28.8125,21.753831080218184,1.0,1.75,0.1875,0.0,0.1875,0.125,0.5,0.3125,0.375,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.1875,0.0,0.8125,0.4825775859002779,-0.625,0.625,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1651733910576066566,1651713447300677632,0,NOT_HELPFUL,16,0.0,0.0,16.0,0.0,0.0,74.5,4.647580015448901,19.1875,3.780983117303399,0.0625,2.3125,0.0,0.0,0.0,0.0,0.0625,0.25,0.3125,0.0,0.625,0.0,0.0,0.125,0.0,0.0,0.375,0.625,0.0,0.0,0.0,1.0,4.144653167389282e-08,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1654909483456294918,1654899298830540801,0,NOT_HELPFUL,16,0.0,0.0,16.0,0.0,0.0,78.125,4.814907406517108,8.5625,3.2035136959282693,0.0,3.6875,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.9375,0.3125,0.4375,0.0,0.0,1.0,4.144653167389282e-08,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1664165128743313408,1663760409348788225,1,NEEDS_MORE_RATINGS,16,7.0,0.0,9.0,0.4375,0.51234753829798,66.0625,10.648747970223226,50.8125,28.75,1.875,1.0625,0.4375,0.0,0.4375,0.4375,0.5625,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1875,0.125,0.0,0.4375,0.0,0.5625,0.685314227999724,-0.125,0.125,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1669963945405235202,1669954527179546624,0,NOT_HELPFUL,16,0.0,0.0,16.0,0.0,0.0,66.4375,9.83170890537347,19.1875,3.7809831173034,0.25,3.125,0.0,0.0,0.0,0.0,0.25,0.125,0.375,0.0,0.875,0.0,0.0625,0.3125,0.0,0.0,0.5,0.875,0.0,0.0,0.0,1.0,4.144653167389282e-08,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1690136094082322510,1689980202859089920,0,NOT_HELPFUL,16,0.0,0.0,16.0,0.0,0.0,74.5,4.289522117905444,14.0,4.912568913850811,0.0625,3.5,0.0,0.0,0.0,0.0,0.0625,0.25,0.375,0.0,0.875,0.0,0.0,0.875,0.0,0.0,0.75,0.375,0.0,0.0,0.0,1.0,4.144653167389282e-08,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1691710676144652425,1662445580310794240,2,HELPFUL,16,0.0,0.0,16.0,0.0,0.0,66.9375,8.759518632131945,23.25,7.32575365861197,0.0625,3.375,0.0,0.0,0.0,0.0,0.0625,0.8125,0.75,0.0,0.3125,0.0,0.0,0.375,0.0,0.0,0.4375,0.6875,0.0,0.0,0.0,1.0,4.144653167389282e-08,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1694011112637776209,1693735870723928448,0,NOT_HELPFUL,16,0.0,0.0,16.0,0.0,0.0,86.875,3.556683848755749,4.6875,1.25,0.125,2.5,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.625,0.0,0.0,0.125,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0,4.144653167389282e-08,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1694993303723245650,1694971154610405595,1,NEEDS_MORE_RATINGS,16,0.0,0.0,16.0,0.0,0.0,77.0,6.196773353931867,11.875,4.064070209367287,0.0,1.6875,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.25,0.625,0.125,0.0,0.0,1.0,4.144653167389282e-08,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1703449417993388472,1703150061113258323,0,NOT_HELPFUL,16,0.0,0.0,16.0,0.0,0.0,70.375,11.870832602082585,7.5,2.988868236194653,0.0,4.375,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.0,0.5625,0.0,0.0,0.75,0.0,0.0,1.0,0.625,0.8125,0.0,0.0,1.0,4.144653167389282e-08,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1705372125161468369,1705349507288813749,0,NOT_HELPFUL,16,0.0,0.0,16.0,0.0,0.0,69.4375,7.192299122441074,18.625,2.500000000000001,0.0625,3.0,0.0,0.0,0.0,0.0,0.0625,0.4375,0.1875,0.0,0.8125,0.0,0.0,0.9375,0.0,0.0,0.0625,0.5,0.0625,0.0,0.0,1.0,4.144653167389282e-08,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1710617392299078041,1710615222702989440,2,HELPFUL,16,15.0,0.0,1.0,0.9375,0.24999999999999997,80.125,6.086871117413278,72.25,15.259969418929602,4.5625,0.125,0.9375,0.9375,0.875,0.875,0.9375,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0625,0.23379167942972512,0.875,0.875,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
